run_name,checkpoint_step,dataset_name,split_label,embedding_key,N,D,mean_norm,erank,erank_over_d,ev1,ev5,ev10,ev20,cond_1_med,cos_mean,cos_std,cos_std_expected_sphere,cos_frac_abs_gt_0.2,cos_frac_abs_gt_0.3,cos_frac_abs_gt_0.4,num_pairs_used,artifact_path,checkpoint_path,scale,objective,init
geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,50000,subset7_eval,eval,proj,134969,128,1.3096951246261597,48.72145310116133,0.3806363523528229,0.0585978965639809,0.2147086184669941,0.354536227619711,0.5327666644722615,12.001385530888614,-1.3883256542612802e-05,0.1372604370117187,0.0883883476483184,0.1060599982738494,0.0439600013196468,0.0204750001430511,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-lejepa-imagenet-50ksteps__step_0050000__subset7_eval__eval.pt,/workspace/runs/20260418_210453__geometry-fixedcompute-1m-lejepa-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,lejepa,imagenet
geometry-fixedcompute-10k-infonce-random-50ksteps,50000,cfc_eval,eval,proj,35082,128,0.44535470008850103,40.29818596118044,0.3148295778217221,0.0677190793181861,0.2571581241563176,0.4030960328396245,0.5857287193312831,17.569339193947837,0.0051122736185789,0.1589657515287399,0.0883883476483184,0.1760749965906143,0.0614599995315074,0.0232350006699562,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-infonce-random-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260421_105703__geometry-fixedcompute-10k-infonce-random-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,infonce,random
geometry-fixedcompute-100k-infonce-random-50ksteps,50000,cfc_eval,eval,proj,35082,128,1.2220500707626345,32.47406554448282,0.253703637066272,0.1028539929427646,0.2932635333394549,0.445417876483888,0.6295803300282001,31.676141947748707,0.0014271067921072,0.18315666913986198,0.0883883476483184,0.2301200032234192,0.0923649966716766,0.0408850014209747,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-infonce-random-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260420_145205__geometry-fixedcompute-100k-infonce-random-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,infonce,random
geometry-fixedcompute-1m-infonce-random-50ksteps,50000,cfc_eval,eval,proj,35082,128,1.3810642957687378,32.51035974777576,0.2539871855294981,0.0961894576681438,0.295269337595143,0.44938847684785604,0.6391435476217646,30.718923582539148,0.0018508614739403,0.182618647813797,0.0883883476483184,0.2318049967288971,0.09189999848604198,0.0395300015807151,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-infonce-random-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260422_101607__geometry-fixedcompute-1m-infonce-random-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,infonce,random
geometry-fixedcompute-10k-vicreg-random-50ksteps,50000,cfc_eval,eval,proj,35082,128,3.219043970108032,27.719055876672613,0.2165551240365048,0.0975620253329295,0.3356322207073782,0.508379421854012,0.7024630465674557,45.570020810163285,0.0009178363834507,0.1900773048400879,0.0883883476483184,0.2522450089454651,0.0993999987840652,0.0433950014412403,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-vicreg-random-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260422_023125__geometry-fixedcompute-10k-vicreg-random-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,vicreg,random
geometry-fixedcompute-100k-vicreg-random-50ksteps,50000,cfc_eval,eval,proj,35082,128,1.9843684434890747,25.012776814299308,0.1954123188617133,0.0993059230986093,0.3628094500897474,0.5446045357284265,0.7315451601242848,51.41102211536372,0.0009398739784955,0.2063719779253006,0.0883883476483184,0.2873449921607971,0.1223300024867057,0.0574150010943412,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-vicreg-random-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260421_041119__geometry-fixedcompute-100k-vicreg-random-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,vicreg,random
geometry-fixedcompute-1m-vicreg-random-50ksteps,50000,cfc_eval,eval,proj,35082,128,1.9569443464279173,25.904607428223983,0.2023797455329998,0.0969202610966783,0.3536939066698605,0.5363453545943101,0.7240693245475539,48.270170510038405,0.0009021902224048,0.2048744261264801,0.0883883476483184,0.2815099954605102,0.1203249990940094,0.0568899996578693,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-vicreg-random-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260422_225927__geometry-fixedcompute-1m-vicreg-random-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,vicreg,random
geometry-fixedcompute-10k-lejepa-random-50ksteps,50000,cfc_eval,eval,proj,35082,128,3.2682442665100098,47.94442111828723,0.374565789986619,0.062783214942556,0.2308212419290239,0.3712726367050789,0.5340174341308689,15.209966420148886,0.0005572677473537,0.14800426363945002,0.0883883476483184,0.1332799941301345,0.05112000182271,0.0226649995893239,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-lejepa-random-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260421_184610__geometry-fixedcompute-10k-lejepa-random-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,lejepa,random
geometry-fixedcompute-100k-lejepa-random-50ksteps,50000,cfc_eval,eval,proj,35082,128,3.6352930068969727,48.04517041891744,0.3753528938977925,0.062002775550047004,0.2359894467064228,0.3678783891646829,0.5284087941687302,14.658447972864055,0.0007273982046172,0.1494697034358978,0.0883883476483184,0.137920007109642,0.0517849996685981,0.0230550002306699,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-lejepa-random-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260420_212507__geometry-fixedcompute-100k-lejepa-random-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,lejepa,random
geometry-fixedcompute-1m-lejepa-random-50ksteps,50000,cfc_eval,eval,proj,35082,128,3.2980058193206787,48.657984918338116,0.3801405071745166,0.0649901132147791,0.2276195757513803,0.3612294772675107,0.5268739243158869,15.306018290737756,0.0006167600513435,0.1478965580463409,0.0883883476483184,0.1324799954891204,0.0512599982321262,0.0232050009071826,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-lejepa-random-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260422_163700__geometry-fixedcompute-1m-lejepa-random-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,lejepa,random
geometry-fixedcompute-10k-infonce-imagenet-50ksteps,50000,cfc_eval,eval,proj,35082,128,0.3288458883762359,37.041794889706004,0.2893890225758281,0.08263235234965499,0.2652917051001648,0.4146931527704221,0.6164354586641874,26.235343602146877,0.009547833353281,0.1541414558887481,0.0883883476483184,0.1552650034427642,0.0572400018572807,0.0242999996989965,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-infonce-imagenet-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260418_042402__geometry-fixedcompute-10k-infonce-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,infonce,imagenet
geometry-fixedcompute-100k-infonce-imagenet-50ksteps,50000,cfc_eval,eval,proj,35082,128,1.0619388818740845,28.409467479763762,0.2219489646856544,0.0887118010958231,0.3275390892471684,0.5072644714879421,0.7073100463129074,49.14236844671608,0.0007094091852195,0.1956337690353393,0.0883883476483184,0.2789599895477295,0.1152449995279312,0.046654999256134005,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-infonce-imagenet-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260417_172251__geometry-fixedcompute-100k-infonce-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,infonce,imagenet
geometry-fixedcompute-1m-infonce-imagenet-50ksteps,50000,cfc_eval,eval,proj,35082,128,1.2365710735321045,25.731171194681224,0.201024774958447,0.093051841330289,0.3546393817378815,0.5342443695930622,0.7281425717487248,52.79315677587243,0.0009058469440788,0.2023102790117263,0.0883883476483184,0.3036499917507171,0.1281149983406067,0.0512749999761581,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-infonce-imagenet-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260418_173550__geometry-fixedcompute-1m-infonce-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,infonce,imagenet
geometry-fixedcompute-10k-vicreg-imagenet-50ksteps,50000,cfc_eval,eval,proj,35082,128,2.1473186016082764,22.31584885026401,0.1743425691426876,0.0987780513555602,0.3948855225828646,0.5823395141347999,0.7639783502092748,61.76253651948038,0.0025094908196479,0.219759315252304,0.0883883476483184,0.3450849950313568,0.1577399969100952,0.0666650012135505,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-vicreg-imagenet-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260418_131622__geometry-fixedcompute-10k-vicreg-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,vicreg,imagenet
geometry-fixedcompute-100k-vicreg-imagenet-50ksteps,50000,cfc_eval,eval,proj,35082,128,1.88586699962616,15.166857433836622,0.1184910737018486,0.1663507385302898,0.4928991915838009,0.6752827304767193,0.8353863306407501,215.23172304109292,0.0033214800059795,0.2569398283958435,0.0883883476483184,0.4491600096225738,0.2311599999666214,0.1072150021791458,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-vicreg-imagenet-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260418_003703__geometry-fixedcompute-100k-vicreg-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,vicreg,imagenet
geometry-fixedcompute-1m-vicreg-imagenet-50ksteps,50000,cfc_eval,eval,proj,35082,128,2.132314682006836,17.850767048015204,0.1394591175626187,0.1536755312688225,0.4365509799467141,0.6307793953466546,0.7995828196795377,130.65968414310322,0.0041924454271793,0.2347528487443924,0.0883883476483184,0.3840399980545044,0.1783650070428848,0.0810049995779991,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-vicreg-imagenet-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260419_003347__geometry-fixedcompute-1m-vicreg-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,vicreg,imagenet
geometry-fixedcompute-10k-lejepa-imagenet-50ksteps,50000,cfc_eval,eval,proj,35082,128,1.613731026649475,56.03375316215507,0.4377636965793365,0.0457308403077878,0.1847171899600329,0.3101940706074551,0.4860856149661014,8.743945134221708,6.685019616270438e-05,0.1312517672777176,0.0883883476483184,0.0925950035452842,0.0374599993228912,0.017875000834465003,200000,/workspace/embedding_extract/outputs/embeddings/geometry_10k_50ksteps/geometry-fixedcompute-10k-lejepa-imagenet-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260418_085726__geometry-fixedcompute-10k-lejepa-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,10k,lejepa,imagenet
geometry-fixedcompute-100k-lejepa-imagenet-50ksteps,50000,cfc_eval,eval,proj,35082,128,1.6357388496398926,41.866664935009865,0.3270833198047646,0.0754103195040669,0.2480068641186693,0.3879606041333316,0.5647740694078048,18.211254201910783,0.0001165016728918,0.1489688903093338,0.0883883476483184,0.1403100043535232,0.0540199987590312,0.0232900008559227,200000,/workspace/embedding_extract/outputs/embeddings/geometry_100k_50ksteps/geometry-fixedcompute-100k-lejepa-imagenet-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260417_205629__geometry-fixedcompute-100k-lejepa-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,100k,lejepa,imagenet
geometry-fixedcompute-1m-lejepa-imagenet-50ksteps,50000,cfc_eval,eval,proj,35082,128,1.5998318195343018,42.79402661437883,0.3343283329248346,0.0727336031980467,0.2415197674287457,0.3848811690964481,0.5613442714720727,17.332592906381358,5.0361013563815504e-05,0.1475677341222763,0.0883883476483184,0.1374900043010711,0.0529600009322166,0.0219550002366304,200000,/workspace/embedding_extract/outputs/embeddings/geometry_1m_50ksteps/geometry-fixedcompute-1m-lejepa-imagenet-50ksteps__step_0050000__cfc_eval__eval.pt,/workspace/runs/20260418_210453__geometry-fixedcompute-1m-lejepa-imagenet-50ksteps/checkpoints/ckpt_step_0050000.pth,1m,lejepa,imagenet
